participant_id,sex,age,race,class_year,full_time,sleep_hours,study_hours_week,physical_activity_days,alcohol_drinks_week,food_insecure,breakfast_days_week,fast_food_freq_week,fruit_servings_week,veg_servings_week,milk_servings_week,soda_servings_week,breakfast_quality,diet_quality_overall,pre_test_meal,gpa,biology_test_score
479,female,21,hispanic,freshman,1,6.33,19.63,5,0,0,4,1,5,7,9,14,average,average,fast_food,3.6,82.61
480,female,18,white,junior,1,6.55,8.92,3,0,0,4,0,8,6,13,18,good,average,fast_food,3.56,97.6
481,female,18,black,sophomore,1,5.43,13.76,0,3,0,1,1,1,3,12,0,good,poor,restaurant,3.64,62.93
482,female,18,white,senior,1,7.55,6.2,4,1,0,5,2,12,4,1,15,average,poor,home_made,3.22,96.1
483,female,20,hispanic,junior,1,7.05,14.32,2,6,1,7,5,4,2,2,6,good,average,restaurant,3.81,91.26
484,female,19,white,freshman,1,7.89,15.51,2,2,0,0,2,3,13,11,0,average,average,fast_food,3.26,85.61
485,male,18,white,freshman,1,8.47,0.0,5,2,0,7,1,2,4,5,11,average,average,restaurant,3.2,74.73
486,female,22,white,junior,1,7.73,9.65,4,4,0,4,3,3,4,11,18,poor,average,fast_food,4.0,93.62
487,female,19,other,freshman,1,5.48,8.3,2,3,0,1,1,10,5,0,4,poor,average,home_made,2.93,100.0
488,female,20,hispanic,junior,1,7.56,6.95,0,0,0,0,2,6,13,10,4,poor,good,restaurant,2.34,79.58
489,female,21,white,sophomore,1,8.41,6.73,0,0,0,2,6,6,10,9,18,poor,good,home_made,3.04,100.0
490,male,23,white,freshman,1,8.97,25.2,2,0,0,7,1,8,0,13,0,good,average,fast_food,4.0,99.35
491,female,20,other,sophomore,1,7.76,12.82,2,1,0,3,2,6,12,7,5,average,good,home_made,3.05,86.69
492,female,20,white,sophomore,1,7.06,8.87,0,1,0,0,4,10,8,13,8,average,average,restaurant,2.68,100.0
493,female,18,hispanic,sophomore,1,5.06,7.3,5,1,0,5,0,9,1,13,12,good,average,restaurant,3.76,85.05
494,female,20,white,senior,1,8.22,9.13,2,0,0,4,1,2,5,10,17,average,average,restaurant,3.26,84.31
495,female,18,white,freshman,1,7.35,6.7,4,0,1,1,1,13,7,2,9,poor,good,restaurant,3.56,88.5
496,female,19,white,sophomore,1,5.16,12.04,0,2,0,3,3,13,13,12,4,average,average,restaurant,2.88,80.82
497,female,21,white,freshman,1,5.68,4.24,2,0,0,5,0,6,7,6,11,average,average,fast_food,3.31,88.69
498,female,20,white,senior,1,5.89,8.92,3,2,1,4,0,12,2,5,16,average,average,home_made,3.21,85.25
499,female,21,white,sophomore,1,7.55,15.89,2,4,0,5,4,10,10,8,12,good,good,fast_food,3.62,84.47
500,female,20,other,sophomore,1,5.84,16.76,2,2,0,3,0,10,2,7,8,good,average,restaurant,4.0,100.0
501,female,21,white,junior,1,7.13,0.0,7,0,0,0,4,8,6,7,16,good,average,restaurant,2.63,83.11
502,female,18,white,senior,1,7.32,15.73,5,8,0,4,3,7,12,6,17,good,average,fast_food,2.9,76.35
503,female,21,other,sophomore,0,7.38,7.62,6,0,1,3,0,5,12,5,18,average,poor,fast_food,3.57,71.91
504,female,19,other,junior,1,7.13,18.6,2,1,0,5,2,9,7,12,12,poor,average,home_made,3.55,93.37
505,female,19,white,senior,1,6.42,5.35,4,2,0,0,3,13,6,1,6,average,average,restaurant,3.38,84.14
506,female,19,white,junior,1,7.88,9.85,2,0,1,2,0,7,2,2,3,average,average,restaurant,3.4,95.04
507,female,22,other,senior,1,6.01,12.47,4,3,0,0,0,13,8,7,17,average,average,home_made,2.83,80.55
508,male,19,white,freshman,1,6.66,16.86,0,6,1,1,3,11,9,7,9,good,average,fast_food,2.46,91.58
509,male,20,hispanic,sophomore,1,5.79,17.0,2,1,0,0,0,10,12,3,8,poor,average,restaurant,2.93,84.37
510,female,20,hispanic,freshman,1,8.31,7.11,2,2,0,3,0,13,11,10,18,average,good,home_made,4.0,98.94
511,female,20,white,junior,1,5.66,7.15,0,2,0,2,0,9,5,0,0,poor,average,home_made,4.0,74.3
512,female,18,white,sophomore,1,8.29,18.41,1,0,0,5,5,2,13,12,9,good,good,fast_food,3.6,93.87
513,female,18,other,freshman,1,8.11,8.17,4,0,1,3,1,8,6,6,1,average,poor,fast_food,2.68,100.0
514,female,18,other,senior,1,7.8,22.37,4,3,0,2,0,1,9,5,9,average,average,restaurant,2.94,83.1
515,female,21,other,sophomore,1,7.11,15.72,5,1,0,3,3,4,13,2,0,good,average,fast_food,3.38,76.81
516,male,18,white,junior,0,7.22,5.25,2,0,0,5,4,12,0,9,18,average,poor,restaurant,4.0,89.32
517,female,18,white,senior,1,6.31,17.27,2,1,0,2,1,11,13,0,20,average,average,restaurant,2.71,91.36
518,male,21,white,sophomore,1,4.67,13.72,5,0,1,0,2,10,10,5,14,average,average,fast_food,3.36,87.63
519,female,20,white,senior,1,7.8,11.06,0,5,0,0,0,10,8,11,9,average,average,restaurant,3.23,86.83
520,female,20,white,senior,1,8.03,9.59,4,0,1,4,3,1,10,5,14,average,good,restaurant,4.0,77.74
521,female,19,white,sophomore,1,7.19,16.56,3,3,0,3,2,6,9,8,20,good,average,home_made,3.63,90.22
522,male,18,white,sophomore,1,6.71,6.95,6,1,0,4,5,12,8,2,11,average,average,home_made,2.44,84.36
523,female,18,white,sophomore,1,4.82,7.35,3,2,0,1,8,7,1,10,15,average,poor,restaurant,2.25,81.07
524,female,19,black,freshman,1,8.11,8.18,1,4,0,6,3,12,12,11,1,average,poor,home_made,3.81,93.04
525,female,18,white,junior,1,5.97,8.88,3,1,0,6,3,2,4,7,12,poor,poor,restaurant,3.75,83.99
526,female,18,hispanic,senior,1,7.13,13.1,1,3,1,4,2,3,4,1,0,average,average,fast_food,2.97,75.11
527,female,22,black,junior,1,6.28,13.7,4,0,0,3,2,1,1,10,1,poor,average,home_made,3.88,87.66
528,female,18,white,senior,1,6.15,16.44,4,2,1,0,7,10,5,5,6,average,average,fast_food,2.82,82.38
529,female,20,white,junior,1,8.36,24.53,1,5,0,6,3,9,2,8,12,average,average,home_made,3.98,97.74
530,female,18,white,junior,1,6.54,16.14,1,3,0,2,1,4,7,2,3,average,poor,home_made,3.43,94.15
531,female,20,hispanic,junior,1,7.29,9.28,4,2,0,0,2,2,4,12,16,good,average,fast_food,3.38,77.21
532,female,18,other,sophomore,1,7.61,13.14,3,0,1,0,1,12,1,5,5,average,good,fast_food,3.59,99.98
533,female,21,white,freshman,1,5.49,11.87,4,4,0,0,1,9,0,0,13,good,average,restaurant,3.55,86.66
534,female,19,white,senior,1,6.41,4.34,4,10,0,0,2,5,2,3,10,good,good,home_made,2.66,68.64
535,female,22,white,junior,1,7.09,13.93,5,4,0,5,2,1,1,11,7,average,good,fast_food,4.0,80.39
536,female,21,other,sophomore,1,6.57,4.94,4,3,0,7,3,13,2,3,12,poor,poor,restaurant,2.82,85.43
537,female,18,white,junior,1,6.36,13.2,3,5,0,2,0,7,0,0,10,average,average,home_made,3.72,88.74
538,female,18,other,freshman,1,5.78,10.21,2,4,0,0,2,11,5,11,9,average,average,fast_food,3.02,67.1
539,female,18,white,freshman,1,6.57,2.75,4,4,0,7,2,9,2,5,20,poor,average,fast_food,3.49,58.86
540,female,18,other,freshman,1,6.54,16.5,4,3,0,7,0,6,10,7,7,poor,average,fast_food,3.48,90.56
541,male,21,other,sophomore,1,7.39,15.12,0,0,0,4,1,12,11,9,18,poor,good,home_made,4.0,87.31
542,male,22,other,junior,0,8.35,18.42,2,3,0,1,1,5,8,11,9,average,average,fast_food,3.16,82.7
543,female,19,white,freshman,1,8.61,7.17,5,3,0,5,1,11,7,3,3,good,good,restaurant,3.97,82.13
544,female,21,white,junior,1,10.58,11.19,5,4,0,6,0,13,6,11,7,good,average,home_made,3.12,84.66
545,male,19,white,freshman,0,8.68,15.05,6,2,1,5,0,8,7,2,11,poor,average,home_made,3.61,100.0
546,female,19,hispanic,senior,1,6.96,25.35,0,0,0,2,1,4,1,6,11,poor,good,fast_food,3.92,94.73
547,female,19,hispanic,freshman,1,8.52,12.15,4,2,0,2,0,9,12,13,6,poor,average,restaurant,2.97,92.56
548,female,21,other,sophomore,1,8.81,9.28,3,0,1,6,1,13,2,13,12,poor,average,restaurant,3.93,92.46
549,female,18,hispanic,freshman,1,7.79,7.23,4,0,0,4,4,5,9,6,0,good,poor,home_made,4.0,83.76
550,female,19,white,freshman,1,6.12,20.23,3,4,1,7,3,6,3,7,9,average,average,home_made,2.65,80.63
551,female,19,hispanic,sophomore,1,8.01,19.01,4,0,0,0,0,7,1,5,1,poor,average,home_made,2.95,97.54
552,female,21,white,junior,1,7.11,10.46,2,2,0,0,4,7,5,11,16,poor,poor,home_made,2.93,78.93
553,male,21,other,freshman,1,4.12,14.05,3,1,0,4,3,12,12,10,18,good,good,home_made,3.59,89.41
554,female,21,black,junior,1,7.47,21.53,5,3,0,3,1,5,4,0,14,average,average,home_made,2.91,100.0
555,male,20,other,freshman,1,7.58,15.47,0,7,0,4,4,10,7,11,10,average,average,restaurant,2.84,88.15
556,female,20,hispanic,senior,1,7.2,7.78,3,3,0,5,2,11,10,13,15,poor,average,fast_food,2.55,88.96
557,male,18,hispanic,sophomore,1,7.23,10.38,0,4,0,2,0,12,5,7,14,good,average,fast_food,3.66,81.98
558,female,20,white,freshman,1,7.1,13.58,4,4,0,6,2,2,1,12,7,average,poor,home_made,3.12,94.68
559,female,19,hispanic,sophomore,1,7.0,23.68,0,0,0,2,1,11,9,2,2,average,good,home_made,3.73,90.29
560,female,19,other,senior,1,9.21,2.35,4,4,1,1,1,9,6,4,13,average,poor,restaurant,2.4,69.4
561,female,18,white,sophomore,1,5.22,15.0,5,3,0,4,2,5,3,3,20,average,average,fast_food,4.0,100.0
562,female,21,white,junior,1,7.29,12.38,2,0,0,6,0,10,13,10,7,average,poor,home_made,3.63,97.19
563,female,18,white,sophomore,1,7.33,23.98,1,8,1,4,0,5,1,5,0,average,average,fast_food,3.0,82.89
564,female,20,other,freshman,0,7.16,16.55,3,2,0,0,1,11,9,2,5,average,good,fast_food,3.5,97.18
565,female,22,white,freshman,1,7.78,11.51,3,0,0,6,3,8,10,8,6,average,average,fast_food,3.91,83.23
566,female,21,other,freshman,0,7.69,11.72,5,1,0,1,0,6,1,8,20,good,poor,home_made,4.0,100.0
567,female,19,white,freshman,1,6.16,11.38,3,2,1,0,0,1,12,9,14,good,poor,fast_food,2.99,71.25
568,female,23,white,sophomore,1,6.1,14.62,3,4,0,5,6,7,6,0,16,poor,poor,fast_food,3.87,78.07
569,male,21,white,sophomore,1,6.88,15.92,2,1,0,7,0,13,2,13,4,average,poor,fast_food,3.68,94.35
570,female,18,other,sophomore,1,6.51,6.29,2,4,1,3,1,11,11,4,0,poor,average,home_made,2.94,85.25
571,female,19,white,sophomore,1,7.9,8.68,3,0,0,4,0,12,1,12,14,average,poor,home_made,3.0,100.0
572,female,21,white,freshman,1,6.23,14.08,0,2,0,5,5,13,9,12,14,poor,average,restaurant,2.89,95.69
573,male,21,hispanic,junior,1,6.61,13.13,3,1,1,7,2,3,2,7,6,poor,average,home_made,2.88,85.56
574,female,20,white,junior,1,6.94,9.51,7,0,0,7,5,5,10,8,14,poor,average,fast_food,2.8,84.18
575,male,18,hispanic,freshman,1,7.0,0.27,1,4,0,7,1,5,3,4,8,average,average,restaurant,3.45,85.87
576,male,19,black,sophomore,1,7.75,6.8,1,0,0,7,0,8,13,9,13,average,average,home_made,4.0,87.86
577,male,21,white,sophomore,1,5.42,9.75,1,0,0,6,3,3,11,8,1,average,poor,restaurant,3.26,79.19
